SeqID,Class,QSOGran1,QSOGran10,QSOGran11,QSOGran12,QSOGran13,QSOGran14,QSOGran15,QSOGran16,QSOGran17,QSOGran18,QSOGran19,QSOGran2,QSOGran20,QSOGran21,QSOGran22,QSOGran23,QSOGran24,QSOGran25,QSOGran26,QSOGran27,QSOGran28,QSOGran29,QSOGran3,QSOGran30,QSOGran31,QSOGran32,QSOGran33,QSOGran34,QSOGran35,QSOGran36,QSOGran37,QSOGran38,QSOGran39,QSOGran4,QSOGran40,QSOGran41,QSOGran42,QSOGran43,QSOGran5,QSOGran6,QSOGran7,QSOGran8,QSOGran9,QSOSW1,QSOSW10,QSOSW11,QSOSW12,QSOSW13,QSOSW14,QSOSW15,QSOSW16,QSOSW17,QSOSW18,QSOSW19,QSOSW2,QSOSW20,QSOSW21,QSOSW22,QSOSW23,QSOSW24,QSOSW25,QSOSW26,QSOSW27,QSOSW28,QSOSW29,QSOSW3,QSOSW30,QSOSW31,QSOSW32,QSOSW33,QSOSW34,QSOSW35,QSOSW36,QSOSW37,QSOSW38,QSOSW39,QSOSW4,QSOSW40,QSOSW41,QSOSW42,QSOSW43,QSOSW5,QSOSW6,QSOSW7,QSOSW8,QSOSW9
3AXJB,1,6.9678e-06,4.4341e-06,1.0135e-05,1.14019e-05,1.14019e-05,9.5016e-06,7.6012e-06,6.3344e-06,5.7009e-06,4.4341e-06,6.9678e-06,1.52025e-05,1.33022e-05,0.0427877408,0.0385113379,0.0468359233,0.0447755436,0.0436251684,0.0445287785,0.0491492556,0.042999215,0.0421437809,1.0135e-05,0.0419645148,0.0448691003,0.0461050325,0.0419250038,0.040338372,0.0432218578,0.0467402876,0.0426790117,0.0412565202,0.0471877359,1.33022e-05,0.039081459,0.0416847105,0.0426672605,0.0447342587,4.4341e-06,1.33022e-05,1.52025e-05,8.2347e-06,1.0135e-05,5.9247e-06,3.7702e-06,8.6177e-06,9.6949e-06,9.6949e-06,8.0791e-06,6.4633e-06,5.386e-06,4.8474e-06,3.7702e-06,5.9247e-06,1.29265e-05,1.13107e-05,0.0442032539,0.0416137407,0.0477992192,0.0448941681,0.0423746614,0.0439139605,0.0470625663,0.0408135891,0.0458328821,8.6177e-06,0.0434472338,0.0444108633,0.0435793865,0.0433400559,0.0418417429,0.043362437,0.0440202314,0.0414483544,0.0422646021,0.0454725026,1.13107e-05,0.0406094638,0.042000007,0.0425446406,0.0429904717,3.7702e-06,1.13107e-05,1.29265e-05,7.0019e-06,8.6177e-06
3B0CT,1,7.30288e-05,2.8088e-05,3.93232e-05,2.8088e-05,2.24704e-05,2.24704e-05,3.37056e-05,2.8088e-05,2.8088e-05,0.0,2.8088e-05,6.74112e-05,4.49408e-05,0.0468744605,0.0439212064,0.0553888127,0.0521921457,0.0441321604,0.0461540025,0.038591276,0.0429247621,0.0385356038,5.6176e-06,0.0478501037,0.046486686,0.0420720817,0.0399662118,0.044123796,0.0369966068,0.0487772115,0.0489547748,0.0355852577,0.0393539702,2.8088e-05,0.0459729132,0.033992102,0.0327619889,0.0477739296,1.68528e-05,5.05584e-05,2.8088e-05,2.8088e-05,1.68528e-05,5.12185e-05,1.96994e-05,2.75792e-05,1.96994e-05,1.57595e-05,1.57595e-05,2.36393e-05,1.96994e-05,1.96994e-05,0.0,1.96994e-05,4.72786e-05,3.15191e-05,0.0439497597,0.0491867126,0.0525535528,0.0440931363,0.0437060229,0.0518426469,0.0428641839,0.0395004089,0.0451393741,3.9399e-06,0.0509747293,0.0451510827,0.0419635007,0.0416684335,0.0447846473,0.040879817,0.0462309103,0.0424328637,0.0389646768,0.0377748427,1.96994e-05,0.0408794296,0.037616213,0.0357289045,0.0416807635,1.18197e-05,3.5459e-05,1.96994e-05,1.96994e-05,1.18197e-05
3BOSB,1,2.10274e-05,2.10274e-05,1.47192e-05,7.3596e-06,9.4624e-06,1.47192e-05,1.78733e-05,6.3082e-06,7.3596e-06,7.3596e-06,7.3596e-06,2.10274e-05,8.411e-06,0.0450783824,0.0492720326,0.0458629497,0.0499260699,0.0456472447,0.039409462,0.0471099525,0.0455244354,0.0388777459,1.78733e-05,0.0337047591,0.0481032075,0.0449586085,0.0387440345,0.043432673,0.0424205167,0.0453129101,0.0435006708,0.0424462983,0.0387966353,1.36678e-05,0.0409779181,0.0452371295,0.0435044226,0.04189856,1.0514e-06,1.6822e-05,8.411e-06,1.99761e-05,1.15651e-05,1.65765e-05,1.65765e-05,1.16036e-05,5.8018e-06,7.4594e-06,1.16036e-05,1.409e-05,4.973e-06,5.8018e-06,5.8018e-06,5.8018e-06,1.65765e-05,6.6306e-06,0.0481617178,0.0457996584,0.0469081423,0.0451494636,0.0446755017,0.0442220196,0.0440672566,0.0436181577,0.0411567113,1.409e-05,0.040093884,0.0447644554,0.0445406081,0.0434730477,0.0436908597,0.0413697231,0.0443210676,0.0442711443,0.0426143839,0.040208672,1.07747e-05,0.0424916191,0.0424179468,0.0415265391,0.0402576734,8.288e-07,1.32612e-05,6.6306e-06,1.57477e-05,9.1171e-06
3BRFA,1,3.4098e-06,4.4753e-06,5.1146e-06,5.9671e-06,4.6884e-06,4.6884e-06,5.3278e-06,6.3933e-06,3.836e-06,1.918e-06,4.4753e-06,4.0491e-06,7.0326e-06,0.0453252264,0.0484975876,0.0432055979,0.0434168832,0.0452992785,0.0392010357,0.0411998032,0.0424669974,0.0409484422,5.5409e-06,0.0455966837,0.0460020325,0.0462823806,0.044126714,0.0425069284,0.0441365576,0.0435970526,0.0439831177,0.0427118642,0.0416382505,5.5409e-06,0.0404551495,0.0415678905,0.0429401667,0.0447927058,6.6064e-06,4.2622e-06,7.2457e-06,5.5409e-06,5.5409e-06,3.6414e-06,4.7794e-06,5.4622e-06,6.3725e-06,5.007e-06,5.007e-06,5.6897e-06,6.8277e-06,4.0966e-06,2.0483e-06,4.7794e-06,4.3242e-06,7.5105e-06,0.0444391515,0.0458553144,0.045623692,0.0458083835,0.0425575729,0.0431841277,0.0442452468,0.0425173145,0.0416972502,5.9173e-06,0.0448512007,0.0443347055,0.0455533888,0.0434344305,0.0423345539,0.042294545,0.0455582565,0.0399933225,0.0420485783,0.0432235896,5.9173e-06,0.0408111815,0.0426624455,0.0432369783,0.0436262096,7.0553e-06,4.5518e-06,7.7381e-06,5.9173e-06,5.9173e-06
3BS3A,1,3.93497e-05,7.86994e-05,6.55828e-05,0.0001049325,6.55828e-05,3.93497e-05,1.31166e-05,7.86994e-05,3.93497e-05,2.62331e-05,0.0,7.86994e-05,2.62331e-05,0.050626026,0.051502042,0.0489681419,0.0607953921,0.0623368335,0.047974496,0.0504786628,0.0378669472,0.0445755186,9.18159e-05,0.0449934515,0.0575963361,0.0380614362,0.0342181438,0.0412609641,0.0428588597,0.0415598505,0.0384478446,0.0443396142,0.0261429372,3.93497e-05,0.0385945947,0.0258348801,0.0377284932,0.0322547918,0.0,6.55828e-05,5.24662e-05,6.55828e-05,1.31166e-05,2.7409e-05,5.48181e-05,4.56817e-05,7.30908e-05,4.56817e-05,2.7409e-05,9.1363e-06,5.48181e-05,2.7409e-05,1.82727e-05,0.0,5.48181e-05,1.82727e-05,0.0474123934,0.0451873748,0.0475445731,0.0551369314,0.0503964662,0.0471951739,0.0491210189,0.0436920193,0.0447411333,6.39544e-05,0.0419209474,0.0565314345,0.0435752574,0.0421028015,0.0466359798,0.0469382051,0.0373741371,0.0387309516,0.0430172426,0.0358381361,2.7409e-05,0.0352496125,0.0307677912,0.0366031781,0.0336020148,0.0,4.56817e-05,3.65454e-05,4.56817e-05,9.1363e-06
3BTPB,1,5.51977e-05,9.19961e-05,9.19961e-05,3.67984e-05,7.35969e-05,3.67984e-05,0.000165593,5.51977e-05,1.83992e-05,0.0,0.0,1.83992e-05,3.67984e-05,0.056357497,0.0584889781,0.0541729841,0.0482925661,0.0578806621,0.0365116914,0.0484893833,0.0396016956,0.0384883189,9.19961e-05,0.0424265307,0.0518146154,0.0380663533,0.0345696959,0.0574886897,0.0274440521,0.0418983612,0.0481017834,0.0253684707,0.0421796279,3.67984e-05,0.0370567155,0.0509632509,0.0421169621,0.021080363,1.83992e-05,0.000165593,1.83992e-05,1.83992e-05,0.0001103953,4.65509e-05,7.75848e-05,7.75848e-05,3.10339e-05,6.20679e-05,3.10339e-05,0.0001396527,4.65509e-05,1.5517e-05,0.0,0.0,1.5517e-05,3.10339e-05,0.05569676,0.0554928742,0.0529048863,0.0518565334,0.055389839,0.0368069081,0.045628077,0.0423218293,0.0424376469,7.75848e-05,0.0423108955,0.0448807642,0.0323001603,0.0424866533,0.0460056832,0.036330502,0.0431530199,0.042073365,0.0395988161,0.039076216,3.10339e-05,0.0364101582,0.0467434285,0.0387400781,0.0303928536,1.5517e-05,0.0001396527,1.5517e-05,1.5517e-05,9.31018e-05
3BTPA,1,7.3719e-06,4.6337e-06,6.74e-06,5.6869e-06,4.6337e-06,4.2125e-06,6.9506e-06,6.5294e-06,5.8975e-06,1.0531e-06,4.6337e-06,9.2675e-06,4.4231e-06,0.0414341088,0.0453891899,0.0454232192,0.0438476769,0.0391211764,0.049166974,0.0403751293,0.0453077811,0.0433643944,6.1081e-06,0.042454651,0.0433728015,0.0445116856,0.0439694271,0.0393413302,0.0440416064,0.0421502989,0.0427979738,0.0444740931,0.0412244937,9.0568e-06,0.0435052155,0.0491050202,0.0426732412,0.0428316153,1.0531e-06,7.7931e-06,7.1612e-06,7.3719e-06,6.3187e-06,5.4925e-06,3.4524e-06,5.0217e-06,4.2371e-06,3.4524e-06,3.1386e-06,5.1786e-06,4.8648e-06,4.394e-06,7.846e-07,3.4524e-06,6.9048e-06,3.2955e-06,0.0431489104,0.0454036543,0.0441878113,0.0421267098,0.0414393086,0.0464199571,0.0422197205,0.0446191979,0.044444473,4.5509e-06,0.0440804895,0.0420526363,0.0433140894,0.0448913144,0.0428143672,0.04203368,0.0417955412,0.0421367743,0.0442065951,0.0428306167,6.7479e-06,0.0436748224,0.0463385733,0.0435219702,0.042211692,7.846e-07,5.8063e-06,5.3356e-06,5.4925e-06,4.7078e-06
3BU8B,1,1.08186e-05,1.37692e-05,1.08186e-05,1.27856e-05,1.67197e-05,1.18021e-05,1.37692e-05,9.8351e-06,4.9176e-06,2.9505e-06,3.934e-06,2.06537e-05,1.18021e-05,0.0444236809,0.0391483629,0.0465372811,0.050675584,0.047091746,0.0426165505,0.0456596748,0.0446781692,0.0442069947,5.9011e-06,0.0411618045,0.0427606629,0.0396138627,0.0457009127,0.045377973,0.0405627086,0.0369790562,0.0481214177,0.046354777,0.0447137504,1.08186e-05,0.0364482938,0.0399748255,0.04525814,0.0417036294,6.8846e-06,2.36043e-05,1.47527e-05,6.8846e-06,1.67197e-05,9.1121e-06,1.15972e-05,9.1121e-06,1.07689e-05,1.40824e-05,9.9405e-06,1.15972e-05,8.2837e-06,4.1419e-06,2.4851e-06,3.3135e-06,1.73959e-05,9.9405e-06,0.0469981956,0.0435334279,0.0470151192,0.0486941846,0.0432322568,0.0443499102,0.0460001965,0.0398040577,0.0442751856,4.9702e-06,0.043236404,0.0399330555,0.0424216925,0.0466501713,0.0428640125,0.0397710444,0.0398077043,0.0433808841,0.0447140372,0.0446511052,9.1121e-06,0.0391553824,0.0450973822,0.0416496792,0.0425710715,5.7986e-06,1.9881e-05,1.24256e-05,5.7986e-06,1.40824e-05
3C1DB,1,2.88038e-05,1.92025e-05,1.68022e-05,2.64034e-05,9.6013e-06,1.68022e-05,1.20016e-05,7.2009e-06,2.4003e-06,1.92025e-05,9.6013e-06,5.52072e-05,1.20016e-05,0.0517354054,0.0459526822,0.0437781199,0.0599629709,0.0530241042,0.0436273477,0.046975919,0.0467015726,0.0491645607,2.4003e-06,0.0488783622,0.0441104888,0.0386155746,0.0415868439,0.046756905,0.036562806,0.0350242095,0.0378204852,0.0399939152,0.044058823,3.12041e-05,0.03804895,0.0343741424,0.0357947699,0.0370717922,4.8006e-06,4.32056e-05,2.64034e-05,2.40031e-05,1.20016e-05,1.98034e-05,1.32022e-05,1.1552e-05,1.81531e-05,6.6011e-06,1.1552e-05,8.2514e-06,4.9508e-06,1.6503e-06,1.32022e-05,6.6011e-06,3.79565e-05,8.2514e-06,0.0477504967,0.0538684456,0.043903108,0.0498057558,0.0498311296,0.0450788119,0.0461490272,0.0418844107,0.0469500378,1.6503e-06,0.0454775249,0.043026422,0.0410878647,0.042481655,0.0446238632,0.0396693867,0.0403518449,0.0400311863,0.0402536956,0.0428496141,2.14536e-05,0.040110764,0.0392777882,0.0362974625,0.0389789601,3.3006e-06,2.9705e-05,1.81531e-05,1.65028e-05,8.2514e-06
3C1YB,1,6.4702e-06,1.37017e-05,1.40823e-05,4.5672e-06,7.9926e-06,2.6642e-06,5.709e-06,8.7538e-06,5.3284e-06,7.612e-07,3.806e-06,9.1344e-06,9.1344e-06,0.0449320747,0.0430383922,0.0476113666,0.0426775571,0.0392500761,0.0394941628,0.0424210608,0.0487655884,0.0409255067,6.0896e-06,0.0466976832,0.0469434106,0.0438280326,0.0410525145,0.0415747207,0.0428210092,0.0405566938,0.042952506,0.0479830634,0.0417554507,1.06568e-05,0.0446354447,0.0451170523,0.0440894673,0.0407340594,1.5224e-06,1.21792e-05,4.9478e-06,9.1344e-06,6.4702e-06,5.3297e-06,1.12863e-05,1.15999e-05,3.7621e-06,6.5837e-06,2.1946e-06,4.7026e-06,7.2107e-06,4.3891e-06,6.27e-07,3.1351e-06,7.5242e-06,7.5242e-06,0.0449445954,0.0446021712,0.0467024772,0.0431557665,0.0407949857,0.0423071554,0.0428494749,0.0493403871,0.0430867397,5.0162e-06,0.0461284358,0.0447076126,0.0434041915,0.0415978747,0.0421780781,0.0438377535,0.0403524336,0.0436273046,0.0466851543,0.0403404831,8.7783e-06,0.0439964022,0.0421700953,0.0424748574,0.0405976907,1.254e-06,1.00323e-05,4.0756e-06,7.5242e-06,5.3297e-06
3CNBC,1,2.23008e-05,3.62387e-05,3.06635e-05,5.5752e-06,3.34511e-05,2.7876e-06,2.23008e-05,5.5752e-06,8.3628e-06,0.0,8.3628e-06,3.90263e-05,1.67256e-05,0.0622368684,0.0499155644,0.0567042954,0.0530408617,0.0483678469,0.0456835035,0.0438396045,0.0473766042,0.0434124996,8.3628e-06,0.0409087137,0.0442117142,0.0430926517,0.0393239503,0.0385839187,0.0416170366,0.0371286483,0.0351711718,0.0359005165,0.0390512507,4.18139e-05,0.0337332876,0.0396821581,0.039142603,0.0414788918,2.7876e-06,4.73891e-05,3.34511e-05,1.67256e-05,1.3938e-05,1.74123e-05,2.82949e-05,2.39419e-05,4.3531e-06,2.61184e-05,2.1765e-06,1.74123e-05,4.3531e-06,6.5296e-06,0.0,6.5296e-06,3.04715e-05,1.30592e-05,0.0574340611,0.0507938076,0.0536076944,0.047591338,0.045786854,0.0426247354,0.0436207974,0.047121526,0.0442798449,6.5296e-06,0.0442100155,0.044287799,0.0433499282,0.0437474605,0.0438768063,0.0410202781,0.0381513327,0.038353087,0.0380971428,0.0378193569,3.2648e-05,0.0372206933,0.0379373835,0.0360965501,0.0426624399,2.1765e-06,3.70011e-05,2.61184e-05,1.30592e-05,1.08827e-05
3D6WB,1,0.0,4.98283e-05,3.48798e-05,2.9897e-05,1.99313e-05,2.49142e-05,1.99313e-05,9.9657e-06,2.9897e-05,9.9657e-06,5.48112e-05,3.48798e-05,3.48798e-05,0.0487465459,0.0547726107,0.0467179368,0.0492306489,0.0403103808,0.0456301535,0.0465378243,0.0453957288,0.0518290216,1.99313e-05,0.0486272709,0.0461849949,0.038339862,0.0472141232,0.0382775307,0.0368841727,0.0394576704,0.043964559,0.0384011491,0.0362853485,1.99313e-05,0.0395162143,0.0376154189,0.0414024836,0.0381102387,9.9657e-06,4.98283e-05,1.99313e-05,2.9897e-05,4.48455e-05,0.0,4.23693e-05,2.96585e-05,2.54216e-05,1.69477e-05,2.11847e-05,1.69477e-05,8.4739e-06,2.54216e-05,8.4739e-06,4.66063e-05,2.96585e-05,2.96585e-05,0.0476854975,0.0553844262,0.048398586,0.0470011074,0.0431927504,0.046245095,0.0472881531,0.0510412146,0.0542733279,1.69477e-05,0.0481965241,0.0430376243,0.0395463404,0.043324054,0.0338701817,0.0383247441,0.0442282992,0.0402733512,0.039895207,0.0415483117,1.69477e-05,0.0396311194,0.0368510765,0.0329629294,0.0373340161,8.4739e-06,4.23693e-05,1.69477e-05,2.54216e-05,3.81324e-05
3DPJA,1,5.57233e-05,1.18201e-05,2.19516e-05,3.3772e-06,1.85744e-05,8.4429e-06,1.01315e-05,5.0658e-06,8.4429e-06,2.0263e-05,5.0658e-06,5.57233e-05,1.01315e-05,0.0413617656,0.0453328165,0.0402976591,0.0541972474,0.047435002,0.0429802296,0.0485743734,0.0370776524,0.0389107935,1.6886e-06,0.0434950798,0.0426740181,0.038970304,0.0406049363,0.0536318587,0.0425586583,0.0516560414,0.0409731136,0.0427983841,0.0336530722,2.19516e-05,0.0502135543,0.0407619932,0.0409646472,0.0405509022,1.6886e-06,2.0263e-05,6.7543e-06,1.35087e-05,2.53288e-05,3.68183e-05,7.8099e-06,1.45042e-05,2.2314e-06,1.22728e-05,5.5785e-06,6.6942e-06,3.3471e-06,5.5785e-06,1.33885e-05,3.3471e-06,3.68183e-05,6.6942e-06,0.0474027471,0.0478878884,0.0442653855,0.0470209201,0.0439901901,0.0442158731,0.0464216599,0.0435053903,0.0429277646,1.1157e-06,0.0447157241,0.0441798168,0.0403542222,0.0428807647,0.0454253967,0.0428880098,0.046509989,0.039846485,0.0408657363,0.0372967513,1.45042e-05,0.0422794547,0.0390084728,0.0431785015,0.0427175244,1.1157e-06,1.33885e-05,4.4628e-06,8.9257e-06,1.67356e-05
3EI4F,1,4.8688e-06,5.7962e-06,2.3185e-06,3.4777e-06,1.6229e-06,1.8548e-06,4.6369e-06,5.5643e-06,6.2598e-06,1.02012e-05,1.1592e-06,6.2598e-06,6.028e-06,0.044137991,0.0473516398,0.048563985,0.044086166,0.0460552954,0.0403945772,0.0415056708,0.0429865816,0.0483330501,3.2458e-06,0.0540796259,0.0431961254,0.0431251839,0.0380425155,0.0431603987,0.0413885007,0.041663046,0.0371464251,0.0420477204,0.0412281701,7.8828e-06,0.0461018529,0.0417116146,0.040107676,0.0434853348,7.8828e-06,9.274e-07,2.3185e-06,9.5057e-06,9.042e-06,5.361e-06,6.3822e-06,2.5529e-06,3.8293e-06,1.787e-06,2.0423e-06,5.1057e-06,6.1269e-06,6.8927e-06,1.12326e-05,1.2764e-06,6.8927e-06,6.6374e-06,0.0459057983,0.0458269371,0.0457593844,0.0426876955,0.0427015979,0.0431628082,0.0440269461,0.0418457669,0.0443131754,3.574e-06,0.0479884233,0.0426598319,0.0434591132,0.0454305127,0.0458659069,0.0410465366,0.0402531145,0.0425760961,0.0441239048,0.0445789842,8.6797e-06,0.0445162148,0.0395027799,0.0396410995,0.0420163222,8.6797e-06,1.0211e-06,2.5529e-06,1.04667e-05,9.9562e-06
3EIVD,1,1.26291e-05,5.6129e-06,5.6129e-06,8.4194e-06,1.12259e-05,4.2097e-06,2.52582e-05,1.4032e-06,9.8226e-06,8.4194e-06,1.12259e-05,2.24517e-05,1.40323e-05,0.0478664639,0.0460558852,0.0440916332,0.0449459238,0.0485156849,0.0533420659,0.0446291357,0.047849134,0.042118901,2.66614e-05,0.0450139669,0.0434422427,0.0430383847,0.0431713362,0.0422630634,0.0407263811,0.0319335887,0.0449218183,0.0453317577,0.0405535278,1.68388e-05,0.0413628467,0.0408773663,0.0382565932,0.0394144586,5.6129e-06,9.8226e-06,4.49034e-05,3.08711e-05,2.8065e-06,1.09313e-05,4.8584e-06,4.8584e-06,7.2875e-06,9.7167e-06,3.6438e-06,2.18626e-05,1.2146e-06,8.5021e-06,7.2875e-06,9.7167e-06,1.94334e-05,1.21459e-05,0.0497302669,0.0471191465,0.0456345931,0.0429845433,0.0437411589,0.0484959398,0.0479237754,0.047099025,0.0425099828,2.30772e-05,0.0442330429,0.0446391401,0.0443113936,0.0419228906,0.0411888582,0.0433524242,0.038944138,0.0433590024,0.0435401124,0.0423216891,1.45751e-05,0.0391481769,0.0392048587,0.0389750417,0.0393803108,4.8584e-06,8.5021e-06,3.88669e-05,2.6721e-05,2.4292e-06
3EQXB,1,7.1048e-06,1.30254e-05,1.02624e-05,4.3418e-06,8.2889e-06,8.2889e-06,8.2889e-06,4.7365e-06,3.9471e-06,4.3418e-06,7.1048e-06,1.10518e-05,2.763e-06,0.047672339,0.0442191359,0.0460727557,0.0449091397,0.0458398666,0.044896317,0.0439385935,0.0448699409,0.0422067948,8.6836e-06,0.0405134822,0.0420550878,0.0423494588,0.0442865272,0.0421209043,0.0406914495,0.0428054529,0.0446748754,0.0442897592,0.0405615147,8.2889e-06,0.0427102586,0.0441142321,0.0402049589,0.0438503236,2.3683e-06,7.8942e-06,1.02624e-05,7.1048e-06,8.6836e-06,6.2725e-06,1.14995e-05,9.0602e-06,3.8332e-06,7.3179e-06,7.3179e-06,7.3179e-06,4.1816e-06,3.4847e-06,3.8332e-06,6.2725e-06,9.7572e-06,2.4393e-06,0.046298444,0.0445914101,0.0447636623,0.043242053,0.0457515694,0.0458631681,0.0427170986,0.0434417142,0.0417120106,7.6663e-06,0.042805858,0.0421646782,0.0402178773,0.0425047117,0.0421424044,0.0441956002,0.0456933122,0.0441341164,0.04373954,0.0416524773,7.3179e-06,0.0425463933,0.0456308747,0.0399348063,0.0441265889,2.0908e-06,6.9694e-06,9.0602e-06,6.2725e-06,7.6663e-06
3EUSB,1,5.40452e-05,6.30527e-05,8.10678e-05,3.60301e-05,2.70226e-05,9.0075e-06,2.70226e-05,5.40452e-05,3.60301e-05,9.0075e-06,1.80151e-05,0.0001080903,2.70226e-05,0.0526788829,0.0483086921,0.0493786464,0.0538681141,0.0516856816,0.0482983137,0.0467636854,0.0410275715,0.0372613737,1.80151e-05,0.0482506324,0.0471529657,0.0499741338,0.044246212,0.0356496844,0.0416404044,0.0455583838,0.0350367277,0.0413565808,0.0399448458,1.80151e-05,0.0325281491,0.0290377509,0.0357537315,0.0438331964,9.0075e-06,9.00753e-05,2.70226e-05,5.40452e-05,0.0,3.75306e-05,4.37857e-05,5.62959e-05,2.50204e-05,1.87653e-05,6.2551e-06,1.87653e-05,3.75306e-05,2.50204e-05,6.2551e-06,1.25102e-05,7.50612e-05,1.87653e-05,0.0479131007,0.0506239861,0.0479584924,0.0552628955,0.0463043602,0.0423757388,0.0494869585,0.049455602,0.0425635404,1.25102e-05,0.0446495699,0.0498638722,0.043163503,0.0411942567,0.038830038,0.0422118838,0.0449351777,0.0382766967,0.0401563354,0.0384461021,1.25102e-05,0.0337166584,0.0350404137,0.0367313282,0.0403078061,6.2551e-06,6.2551e-05,1.87653e-05,3.75306e-05,0.0
3EYIB,1,5.81792e-05,7.27239e-05,8.72687e-05,4.36344e-05,7.27239e-05,1.45448e-05,5.81792e-05,5.81792e-05,7.27239e-05,4.36344e-05,2.90896e-05,5.81792e-05,1.45448e-05,0.0522649986,0.0424684692,0.0536593985,0.0364712941,0.0501727737,0.0453926316,0.0390510661,0.0650778438,0.0445569956,5.81792e-05,0.0391270372,0.0492926684,0.0582019103,0.0476641858,0.0456956058,0.0449644346,0.0347096312,0.0362709405,0.0322374187,0.0323079012,2.90896e-05,0.0485983309,0.0437399244,0.0301470448,0.026894815,1.45448e-05,7.27239e-05,0.0001018135,4.36344e-05,2.90896e-05,4.80595e-05,6.00744e-05,7.20893e-05,3.60447e-05,6.00744e-05,1.20149e-05,4.80595e-05,4.80595e-05,6.00744e-05,3.60447e-05,2.40298e-05,4.80595e-05,1.20149e-05,0.048281144,0.0520000708,0.0525827226,0.0489117678,0.0456313882,0.0447183298,0.0368154185,0.0581940737,0.0446729629,4.80595e-05,0.0426925863,0.0441797911,0.0500276306,0.0412813446,0.0468021624,0.0368043113,0.039050781,0.0445012104,0.0349379776,0.0388759559,2.40298e-05,0.0385800008,0.0427834171,0.0354110691,0.0314108268,1.20149e-05,6.00744e-05,8.41042e-05,3.60447e-05,2.40298e-05
3EZ2A,1,1.19434e-05,9.5547e-06,8.8722e-06,6.4835e-06,8.531e-06,3.7536e-06,8.1897e-06,3.0711e-06,4.0949e-06,5.1186e-06,4.0949e-06,8.531e-06,7.5073e-06,0.0453623004,0.0435327096,0.0480061897,0.0467877682,0.0419042728,0.0429076894,0.0472560292,0.0447214774,0.0416433867,8.8722e-06,0.0436984099,0.0422372476,0.0441290517,0.0408025949,0.0422267002,0.0403836294,0.0436873805,0.041087379,0.0441671601,0.046224111,8.8722e-06,0.0425330383,0.0440211809,0.0411178943,0.0414269271,2.7299e-06,5.1186e-06,5.8011e-06,9.8959e-06,4.4361e-06,1.04652e-05,8.3722e-06,7.7741e-06,5.6811e-06,7.4751e-06,3.2891e-06,7.1761e-06,2.6911e-06,3.5881e-06,4.4851e-06,3.5881e-06,7.4751e-06,6.5781e-06,0.0463964206,0.0469810729,0.048897604,0.0464589078,0.041587995,0.0434788286,0.0470517965,0.0447190217,0.044136611,7.7741e-06,0.0436367737,0.0427519171,0.0444321356,0.0403399681,0.0412125706,0.0419947338,0.0426600147,0.0432950178,0.0436997785,0.0416794728,7.7741e-06,0.0407630508,0.0426336618,0.0424528843,0.0386210574,2.392e-06,4.4851e-06,5.0831e-06,8.6712e-06,3.8871e-06
3F1ZA,1,4.96474e-05,2.48237e-05,2.8961e-05,3.72355e-05,8.2746e-06,2.8961e-05,2.06864e-05,5.37847e-05,3.30983e-05,4.1373e-06,2.06864e-05,2.06864e-05,5.79219e-05,0.04083148,0.042854378,0.0574066982,0.0369145873,0.0526582511,0.0423009664,0.0450771811,0.0509577619,0.0430301712,2.48237e-05,0.0386747663,0.0462323682,0.0369389196,0.0487998328,0.0450851016,0.0450307189,0.0377663959,0.0373200819,0.0352960691,0.0430031665,3.72355e-05,0.049052275,0.0493900345,0.0331656477,0.0416670255,0.0,8.2746e-06,3.72355e-05,4.13728e-05,8.2746e-06,3.72884e-05,1.86442e-05,2.17516e-05,2.79663e-05,6.2147e-06,2.17516e-05,1.55368e-05,4.03958e-05,2.4859e-05,3.1074e-06,1.55368e-05,1.55368e-05,4.35032e-05,0.0462050975,0.0457986248,0.0522739764,0.0404621331,0.0495936532,0.0436816656,0.0446769732,0.0462521576,0.0442706254,1.86442e-05,0.0426988355,0.0450584829,0.041642045,0.0452171571,0.0461572282,0.0452067711,0.0379737716,0.0363832824,0.0366641353,0.0436190138,2.79663e-05,0.0459126055,0.0430110732,0.0349498767,0.0418806423,0.0,6.2147e-06,2.79663e-05,3.10737e-05,6.2147e-06
