SeqID,Class,ASAC,SPAC_10_0,SPAC_10_1,SPAC_10_2,SPAC_1_0,SPAC_1_1,SPAC_1_2,SPAC_2_0,SPAC_2_1,SPAC_2_2,SPAC_3_0,SPAC_3_1,SPAC_3_2,SPAC_4_0,SPAC_4_1,SPAC_4_2,SPAC_5_0,SPAC_5_1,SPAC_5_2,SPAC_6_0,SPAC_6_1,SPAC_6_2,SPAC_7_0,SPAC_7_1,SPAC_7_2,SPAC_8_0,SPAC_8_1,SPAC_8_2,SPAC_9_0,SPAC_9_1,SPAC_9_2,SPB_0_0,SPB_0_1,SPB_0_2,SPB_1_0,SPB_1_1,SPB_1_2,SPB_2_0,SPB_2_1,SPB_2_2,SP_0,SP_1,SP_2,SSC_C,SSC_E,SSC_H,SSO_C,SSO_E,SSO_H,TAAC_10_0,TAAC_10_1,TAAC_10_2,TAAC_10_3,TAAC_10_4,TAAC_10_5,TAAC_10_6,TAAC_10_7,TAAC_1_0,TAAC_1_1,TAAC_1_2,TAAC_1_3,TAAC_1_4,TAAC_1_5,TAAC_1_6,TAAC_1_7,TAAC_2_0,TAAC_2_1,TAAC_2_2,TAAC_2_3,TAAC_2_4,TAAC_2_5,TAAC_2_6,TAAC_2_7,TAAC_3_0,TAAC_3_1,TAAC_3_2,TAAC_3_3,TAAC_3_4,TAAC_3_5,TAAC_3_6,TAAC_3_7,TAAC_4_0,TAAC_4_1,TAAC_4_2,TAAC_4_3,TAAC_4_4,TAAC_4_5,TAAC_4_6,TAAC_4_7,TAAC_5_0,TAAC_5_1,TAAC_5_2,TAAC_5_3,TAAC_5_4,TAAC_5_5,TAAC_5_6,TAAC_5_7,TAAC_6_0,TAAC_6_1,TAAC_6_2,TAAC_6_3,TAAC_6_4,TAAC_6_5,TAAC_6_6,TAAC_6_7,TAAC_7_0,TAAC_7_1,TAAC_7_2,TAAC_7_3,TAAC_7_4,TAAC_7_5,TAAC_7_6,TAAC_7_7,TAAC_8_0,TAAC_8_1,TAAC_8_2,TAAC_8_3,TAAC_8_4,TAAC_8_5,TAAC_8_6,TAAC_8_7,TAAC_9_0,TAAC_9_1,TAAC_9_2,TAAC_9_3,TAAC_9_4,TAAC_9_5,TAAC_9_6,TAAC_9_7,TAB_0_0,TAB_0_1,TAB_0_2,TAB_0_3,TAB_0_4,TAB_0_5,TAB_0_6,TAB_0_7,TAB_1_0,TAB_1_1,TAB_1_2,TAB_1_3,TAB_1_4,TAB_1_5,TAB_1_6,TAB_1_7,TAB_2_0,TAB_2_1,TAB_2_2,TAB_2_3,TAB_2_4,TAB_2_5,TAB_2_6,TAB_2_7,TAB_3_0,TAB_3_1,TAB_3_2,TAB_3_3,TAB_3_4,TAB_3_5,TAB_3_6,TAB_3_7,TAB_4_0,TAB_4_1,TAB_4_2,TAB_4_3,TAB_4_4,TAB_4_5,TAB_4_6,TAB_4_7,TAB_5_0,TAB_5_1,TAB_5_2,TAB_5_3,TAB_5_4,TAB_5_5,TAB_5_6,TAB_5_7,TAB_6_0,TAB_6_1,TAB_6_2,TAB_6_3,TAB_6_4,TAB_6_5,TAB_6_6,TAB_6_7,TAB_7_0,TAB_7_1,TAB_7_2,TAB_7_3,TAB_7_4,TAB_7_5,TAB_7_6,TAB_7_7,TACCOS_0,TACCOS_1,TACCOS_2,TACCOS_3,TACSIN_0,TACSIN_1,TACSIN_2,TACSIN_3
4N0UB,1,61.99494949494947,0.1847678,0.3194523,3.12e-05,0.3184513,0.4453533,0.0005076,0.2402464,0.3768293,0.0002332,0.1811487,0.3261881,5.55e-05,0.14266,0.2965957,1.5e-05,0.1158931,0.27685,6.3e-06,0.0954554,0.2453372,2.7e-06,0.089794,0.2317793,8e-07,0.1047665,0.2388138,6.4e-06,0.1540656,0.2829981,2.02e-05,0.3184513,0.1073595,0.0058066,0.1070978,0.4453533,0.0014757,0.0065123,0.0007434,0.0005076,0.4389394,0.5499495,0.0078889,0.4444444,0.5555556,0.0,44,55,0,0.6321299,0.2867423,0.7477674,0.0971291,0.0278329,0.1571115,0.2100958,0.2519858,0.6643362,0.3179324,0.7484624,0.0470436,0.0882403,0.3519283,0.229487,0.439242,0.6416099,0.2990438,0.7464855,0.1426044,0.0637562,0.2410018,0.2230806,0.3594649,0.6383777,0.3130209,0.7463882,0.110399,0.0628588,0.1903524,0.2190122,0.3249338,0.6313476,0.2878392,0.7441398,0.0681136,0.0226117,0.0922203,0.2107131,0.2765808,0.634485,0.2872748,0.7444457,0.071125,0.0143478,0.0952967,0.2082773,0.3017463,0.6253771,0.2762187,0.7436093,0.0959554,-0.0016527,0.0811767,0.2079977,0.2465872,0.6296462,0.2748251,0.7438489,0.0962657,-0.0177495,0.069955,0.202781,0.2047465,0.635182,0.2681559,0.7454498,0.0748833,-0.0157175,0.06681,0.2035754,0.249602,0.6191766,0.2731601,0.745677,0.0982725,0.021274,0.0795282,0.2074398,0.2513446,0.6643362,-0.4559836,-0.6928958,0.3222061,0.1665956,0.3913546,0.3814667,0.4882535,-0.4359182,0.3179324,0.4690555,-0.2232271,-0.1284909,-0.2525654,-0.2613449,-0.4097663,-0.6892967,0.466447,0.7484624,-0.2406865,-0.1687795,-0.3493852,-0.3961994,-0.4829664,0.3008889,-0.1593435,-0.2670297,0.0470436,0.0793166,0.1498177,0.1544337,0.1822356,0.181211,-0.1544507,-0.1670032,0.1138204,0.0882403,0.1632695,0.11874,0.2156619,0.4440381,-0.2945939,-0.3657756,0.3360669,0.1387281,0.3519283,0.2427631,0.4579286,0.3926545,-0.2754588,-0.3989985,0.1922927,0.1129034,0.2504813,0.229487,0.3196912,0.5346555,-0.3629766,-0.4894285,0.2212886,0.1821041,0.3754371,0.3051845,0.439242,-0.2043842,-0.4338036,-0.4655733,-0.5846016,-0.8077085,0.5504079,0.8643332,-0.3034162
4N0UA,1,52.09280303030302,0.1292935,0.2298275,0.142024,0.2349342,0.3310337,0.1790476,0.1898193,0.2865343,0.1717707,0.1571595,0.2536563,0.1657967,0.1307583,0.22447,0.1606651,0.1158917,0.2062751,0.1577132,0.1021802,0.19314,0.1546082,0.1025377,0.1942617,0.152151,0.1124546,0.2063347,0.1486138,0.1227204,0.2196005,0.1454994,0.2349342,0.0703531,0.048414,0.0717855,0.3310337,0.0081393,0.047689,0.0100165,0.1790476,0.3562992,0.4092917,0.2351023,0.3409091,0.4128788,0.2462121,90,109,65,0.6147242,0.2013201,0.8182206,0.1463252,0.071994,0.2346777,0.1473172,0.2329587,0.6430403,0.2893134,0.818609,0.1613826,0.1107804,0.4066335,0.1634033,0.3930906,0.6110061,0.2564188,0.8176129,0.2021525,0.1063461,0.3374407,0.1586527,0.2876887,0.6137137,0.2419337,0.816721,0.1613859,0.0986467,0.2597143,0.1517733,0.2588556,0.6240025,0.2237373,0.8158096,0.1404377,0.0724526,0.1985605,0.1461618,0.1929337,0.6280002,0.2201692,0.8155299,0.1442342,0.0599985,0.164474,0.1415781,0.1957091,0.6218272,0.2120608,0.8150284,0.0987489,0.0458765,0.1479742,0.1393813,0.1567046,0.6181633,0.201813,0.8160935,0.1463434,0.060733,0.1543539,0.140864,0.1382695,0.6140984,0.2113964,0.8163575,0.1299185,0.0536467,0.1797345,0.1428981,0.1711746,0.6056674,0.2116003,0.8174184,0.1561633,0.0703027,0.21037,0.1461508,0.2084132,0.6430403,-0.1520039,-0.7145142,-0.05483,0.0390334,0.0565196,0.273532,0.1934204,-0.1163065,0.2893134,0.1514528,-0.235017,-0.1590823,-0.338453,-0.1678157,-0.3719092,-0.7115295,0.1521586,0.818609,0.1121405,-0.0398473,-0.0195531,-0.3055301,-0.1616482,-0.0965774,-0.1554394,0.1042735,0.1613826,0.1275186,0.2312528,0.0468127,0.1937907,0.0466858,-0.1810417,-0.036452,0.1615869,0.1107804,0.226948,0.0903611,0.22339,0.0420764,-0.2994221,-0.0181154,0.3886638,0.1836529,0.4066335,0.1382785,0.3911654,0.2784067,-0.1699852,-0.3047975,0.0839071,0.0841882,0.1536074,0.1634033,0.1991372,0.1706913,-0.2895996,-0.1615987,0.2528585,0.1894646,0.360248,0.1853018,0.3930906,-0.0684669,-0.0695623,-0.3538083,-0.2258555,-0.790187,0.206834,0.9019513,0.0817289
4N6QA,1,60.92399999999998,0.3840569,0.0696213,0.0076223,0.4508865,0.1299834,0.0323594,0.4321753,0.1121208,0.0282458,0.4128038,0.0954473,0.0220516,0.3998435,0.0828299,0.0179592,0.3895162,0.0758945,0.0138015,0.3856808,0.0724377,0.0117806,0.3819969,0.0690158,0.0104607,0.3809891,0.0663813,0.0092249,0.3842494,0.0690423,0.0083013,0.4508865,0.1118129,0.0637178,0.1110102,0.1299834,0.0166001,0.0623976,0.0160519,0.0323594,0.62645,0.2576,0.113335,0.705,0.225,0.07,141,45,14,0.7719763,0.1975826,0.834263,-0.0369806,0.0007748,-0.0019704,0.1420533,0.1540672,0.7964992,0.2976192,0.8393503,0.1783913,0.0318148,0.2788989,0.1483467,0.2908602,0.7773304,0.2725641,0.8384802,0.0635699,0.0231282,0.1015507,0.1443668,0.2515247,0.7746792,0.2469931,0.8375195,0.034949,0.0211423,0.0537395,0.1424838,0.2421606,0.774342,0.2433214,0.8370227,0.0616714,0.0187637,0.0729655,0.144298,0.1956462,0.7740901,0.2345166,0.8362603,0.0361739,0.0181409,0.0791767,0.1436825,0.2327083,0.7730905,0.227154,0.8362941,0.004777,0.005264,0.0793406,0.1428825,0.2255579,0.7738397,0.2231416,0.8357843,0.0088681,0.0038717,0.0188732,0.1410081,0.1974669,0.7718786,0.2059387,0.8356193,-0.0188602,0.0035406,0.0137752,0.1416284,0.2143131,0.7718268,0.188905,0.8346849,0.0085492,-0.0033305,0.0153304,0.1415262,0.178146,0.7964992,-0.3905971,-0.8139564,0.037663,0.0367663,0.0934546,0.321307,0.4133266,-0.4008628,0.2976192,0.412415,-0.2024721,-0.0500676,-0.2105453,-0.1975124,-0.3725099,-0.8095652,0.4055304,0.8393503,-0.0100447,-0.0438204,-0.1187066,-0.3376923,-0.4027275,0.0402954,-0.0701337,-0.0341619,0.1783913,0.0105752,0.0802659,0.0265637,0.1307984,0.046513,-0.0704132,-0.041179,0.0741896,0.0318148,0.0989662,0.0386546,0.0812925,0.1363927,-0.1844043,-0.1300428,0.4204847,0.0403154,0.2788989,0.0985886,0.2582299,0.3309583,-0.1942578,-0.3385309,0.08701,0.0283985,0.1108438,0.1483467,0.2012326,0.4157489,-0.2695609,-0.4145858,0.1554601,0.0480289,0.1332073,0.1834105,0.2908602,-0.0511456,-0.1530137,-0.372432,-0.4528375,-0.8857483,0.455401,0.9157029,-0.0376301
4N6RB,1,55.40636604774535,0.4405511,0.0592099,0.0168046,0.4866808,0.101375,0.0454534,0.4697596,0.0903072,0.0384391,0.4548212,0.0812151,0.0309184,0.4423077,0.0726192,0.0252269,0.4336846,0.0659382,0.0210812,0.4271359,0.0595437,0.0180798,0.4245821,0.0557085,0.0158194,0.4276434,0.0556482,0.0162212,0.4342392,0.0569022,0.0166173,0.4866808,0.1023613,0.0652709,0.1025882,0.101375,0.0147122,0.0656572,0.014493,0.0454534,0.6554244,0.2183342,0.1255385,0.7877984,0.1511936,0.061008,297,57,23,0.6518649,0.2686991,0.8453695,-0.0055342,0.0072172,0.004084,0.1335364,0.1556496,0.6889118,0.3464032,0.8473957,0.1166657,0.0299673,0.2203462,0.1416125,0.2694444,0.6859146,0.3228059,0.8471443,0.0399366,0.0226843,0.1060905,0.1383932,0.228517,0.6743215,0.3016091,0.8468816,0.0289525,0.0220373,0.0289133,0.1365481,0.2130273,0.6771891,0.2934394,0.8467105,0.0539104,0.0205411,0.049943,0.1359513,0.1932043,0.6831952,0.302664,0.8465221,-0.0065373,0.0105778,0.0510604,0.1352923,0.1751289,0.6677378,0.2805372,0.8463339,0.0271968,0.0108341,0.0319542,0.1347169,0.170272,0.6653872,0.289447,0.8458094,0.0172684,0.010833,0.0407597,0.1338633,0.1400195,0.68106,0.2787842,0.8456523,0.0036756,0.007956,0.0211064,0.1334724,0.1661037,0.6694909,0.2575091,0.8455303,0.0393868,0.0105523,0.0074925,0.1336695,0.1583942,0.6889118,-0.4256451,-0.7587133,0.0725349,0.0070154,0.1219274,0.2973129,0.3763234,-0.4078134,0.3464032,0.4699031,-0.147597,-0.0424098,-0.2078535,-0.2158206,-0.3359557,-0.7559218,0.4717871,0.8473957,-0.0370357,-0.0150496,-0.1242667,-0.3321816,-0.3585106,0.0605612,-0.0654595,-0.0574645,0.1166657,0.0134052,0.082151,0.0362988,0.0725304,0.0199729,-0.0562065,-0.010608,0.0565919,0.0299673,0.0846098,0.0244162,0.0768023,0.1446198,-0.1517079,-0.131186,0.3536876,0.0102694,0.2203462,0.0856763,0.1851515,0.3053917,-0.2128632,-0.3321555,0.0843529,0.0130611,0.106109,0.1416125,0.174165,0.3550756,-0.2755401,-0.3594875,0.1347954,0.0349036,0.1780981,0.1669169,0.2694444,-0.0186298,-0.1544989,-0.3642946,-0.4000571,-0.8243896,0.521194,0.9199956,-0.0655248
4NDFA,1,52.638461538461534,0.2267572,0.0780972,0.1182993,0.3110663,0.149558,0.2106486,0.2718262,0.1285721,0.1947131,0.2401426,0.1083833,0.1805247,0.223918,0.0925489,0.1713161,0.20702,0.0748124,0.1610173,0.1922718,0.0621602,0.1485726,0.1918295,0.0649327,0.1365204,0.202693,0.0745126,0.1270603,0.2170271,0.0779314,0.122975,0.3110663,0.0662016,0.0854912,0.066093,0.149558,0.0125019,0.0855138,0.0120712,0.2106486,0.4655604,0.2266374,0.3073791,0.5494505,0.1813187,0.2692308,100,33,49,0.7888867,0.0773335,0.8705013,0.0693156,0.0178326,0.098315,0.0891968,0.0523143,0.7925484,0.2470389,0.8750111,0.1564834,0.060919,0.1957321,0.100478,0.2372347,0.7923307,0.2108448,0.8750669,0.1132386,0.0546307,0.172868,0.098582,0.1523186,0.7925823,0.1786874,0.8742855,0.1397878,0.0576677,0.127666,0.0954533,0.1263858,0.7922626,0.1414273,0.8742371,0.0911458,0.0451425,0.1177364,0.0962172,0.0879573,0.7909351,0.1116618,0.873836,0.0838774,0.041394,0.0893587,0.0935504,0.0889582,0.7929082,0.0812529,0.8735205,0.0782751,0.0328668,0.0839354,0.0932935,0.0651643,0.7877645,0.0850156,0.8721756,0.0825205,0.0232341,0.0954192,0.0898656,0.0671809,0.7876624,0.0809095,0.8716819,0.0914108,0.0109331,0.0997523,0.0894771,0.0809663,0.8143799,0.0657822,0.8709591,0.0493011,0.0030103,0.0311617,0.0878668,0.0381133,0.7925484,-0.1441417,-0.829387,-0.2113456,-0.0375024,-0.1778777,0.2522406,0.1286506,-0.1467649,0.2470389,0.1360371,-0.2115558,-0.0838197,-0.1817142,-0.1097564,-0.3358414,-0.8379629,0.1379056,0.8750111,0.2347656,0.0475062,0.1981217,-0.2626707,-0.1097866,-0.1901754,-0.0937713,0.2059144,0.1564834,0.10104,0.1305331,-0.0227784,0.0876506,-0.0438554,-0.1110675,0.0536684,0.1482941,0.060919,0.1602328,0.0288561,0.1521127,-0.1559399,-0.1229442,0.188785,0.4398543,0.0586981,0.1957321,-0.0169398,0.2989486,0.2600199,-0.1075867,-0.2633275,0.0417129,0.0152241,0.0077034,0.100478,0.1337196,0.1327602,-0.1826333,-0.1150295,0.1599238,0.0904844,0.1166681,0.092539,0.2372347,0.0438212,0.1960836,-0.2869867,-0.1414874,-0.8871694,0.1644228,0.9346451,0.2112812
4NJXD,1,46.07906976744188,0.1786854,0.0793224,0.1708575,0.3074283,0.1661457,0.2645375,0.263643,0.1417614,0.2495354,0.2271335,0.1191272,0.2379264,0.1970493,0.0989892,0.2298495,0.1700161,0.0786665,0.222138,0.1479135,0.0613097,0.2108506,0.1547766,0.0655853,0.2012018,0.1718007,0.0759098,0.1908243,0.1856061,0.0829278,0.1809709,0.3074283,0.0637897,0.0558408,0.0641352,0.1661457,0.0099935,0.0557465,0.0105958,0.2645375,0.4307674,0.2394477,0.3288721,0.4593023,0.2209302,0.3197674,79,38,55,0.691809,0.1144754,0.8625731,0.1150019,0.0368507,0.0383097,0.0941753,0.0844842,0.7035299,0.2802235,0.8653429,0.1603214,0.0741967,0.3039492,0.1095454,0.2376362,0.7006683,0.2305877,0.8648527,0.1733686,0.0736921,0.205168,0.1071738,0.1809637,0.7160981,0.2128128,0.8642733,0.1979315,0.0727069,0.1605336,0.1032898,0.1248528,0.7019742,0.193045,0.8653255,0.1571891,0.0753768,0.19543,0.1077513,0.1192248,0.6984796,0.1577109,0.8643177,0.115198,0.0651119,0.160656,0.103137,0.100309,0.6984402,0.1487635,0.8635954,0.1227743,0.0395443,0.1452744,0.1023458,0.0923783,0.6955983,0.13869,0.8620741,0.136527,0.0442283,0.1295867,0.0997347,0.0658026,0.7119783,0.1227799,0.8614417,0.089856,0.0430377,0.0524263,0.0969656,0.107402,0.6930786,0.1188578,0.8616803,0.0467621,0.02059,-0.0048427,0.0910162,0.0878173,0.7035299,-0.1049417,-0.7910606,-0.1503408,-0.0378003,-0.1190371,0.2370457,0.0376153,-0.1020531,0.2802235,0.1075988,-0.2210294,-0.1103202,-0.2533838,-0.1247841,-0.330854,-0.777179,0.1038551,0.8653429,0.1954717,0.0482355,0.1251723,-0.2595686,-0.0370844,-0.190478,-0.1391894,0.1832759,0.1603214,0.1099559,0.2050109,0.0103201,0.0998072,-0.0260982,-0.1366628,0.0542385,0.1656153,0.0741967,0.1642231,0.0380645,0.1790396,-0.112612,-0.2036894,0.1260684,0.4141666,0.0878592,0.3039492,0.0370637,0.2787811,0.2422849,-0.1198391,-0.2585985,0.0623669,0.024024,0.0623325,0.1095454,0.1243312,0.0743648,-0.2491036,-0.0530888,0.1898115,0.1132089,0.2471556,0.1021962,0.2376362,0.040612,0.1077871,-0.2878944,-0.0770937,-0.8388575,0.1392167,0.9288746,0.1729774
4NL4H,1,49.83400267737619,0.167635,0.0368099,0.1232348,0.2864512,0.1405648,0.2860467,0.2411005,0.1160317,0.2622467,0.1984852,0.0901865,0.238684,0.1675158,0.067011,0.2183641,0.1532443,0.0521941,0.1998662,0.1500313,0.0445916,0.1820353,0.1526179,0.0416202,0.1644915,0.1561446,0.039608,0.1469908,0.1612386,0.0383124,0.1329829,0.2864512,0.0592987,0.0733597,0.0576263,0.1405648,0.0114155,0.0750143,0.0099118,0.2860467,0.4198996,0.2096386,0.3703012,0.4417671,0.1914324,0.3668005,330,143,274,0.7100637,-0.0062527,0.884948,0.0446505,0.0003268,0.0344374,0.0622283,-0.0142209,0.7054649,0.2708052,0.8873725,0.2029405,0.0788525,0.3390982,0.0939279,0.2704234,0.7095801,0.2257973,0.8873137,0.2129491,0.0802682,0.2672501,0.0916067,0.2125487,0.7094781,0.1920543,0.8864992,0.1841686,0.0646799,0.198289,0.0857056,0.1719013,0.7069903,0.1583982,0.8860646,0.1566464,0.0532541,0.1567679,0.0814117,0.1410103,0.7115608,0.1206827,0.8856705,0.1090303,0.038291,0.1106945,0.077273,0.1155473,0.7146498,0.1024226,0.8855683,0.1158256,0.0335961,0.1089638,0.0747967,0.0810924,0.7124652,0.073261,0.885314,0.0653285,0.0226767,0.0816237,0.0711269,0.051491,0.7108903,0.0420893,0.8851312,0.0570692,0.0169871,0.0511862,0.0675486,0.0250486,0.707772,0.0196385,0.8847272,0.0454761,0.0043052,0.0134827,0.0631084,0.0044143,0.7054649,-0.0553712,-0.7964228,-0.1851849,-0.0937021,-0.1825684,0.2133941,0.0538585,-0.0501156,0.2708052,0.0406613,-0.2702592,-0.1104636,-0.2711212,-0.1049233,-0.362962,-0.7932265,0.0411633,0.8873725,0.2611067,0.1116148,0.2198669,-0.2344715,-0.0366454,-0.2023359,-0.1421158,0.2479753,0.2029405,0.1261911,0.2687148,0.0042977,0.1931861,-0.0918037,-0.1305408,0.1139772,0.1774614,0.0788525,0.1708124,0.0183451,0.1500243,-0.1548261,-0.2194049,0.213195,0.4580371,0.1223236,0.3390982,0.025526,0.3164266,0.220691,-0.1005545,-0.2346227,0.0487224,0.009805,0.0413084,0.0939279,0.1188575,0.0716747,-0.2352546,-0.0400792,0.2065949,0.1176323,0.2407536,0.1005859,0.2704234,0.1066829,0.2034325,-0.2578466,-0.0699846,-0.8451327,0.0691903,0.9407424,0.2396581
4NQWB,1,64.34,0.1604331,0.0009705,0.2724108,0.2542357,0.001526,0.3655519,0.2216982,0.0014387,0.3471377,0.1881834,0.0011838,0.3266384,0.1627415,0.0010988,0.3083104,0.1465697,0.0012429,0.2981065,0.1402029,0.0012015,0.2918564,0.1484963,0.0012391,0.2923383,0.1577839,0.0011083,0.2908674,0.1606446,0.0010842,0.2830407,0.2542357,0.0141024,0.1547235,0.0158794,0.001526,0.0176192,0.1539022,0.0189719,0.3655519,0.4306875,0.034725,0.53285,0.4,0.0,0.6,32,0,48,0.8993611,-0.0002044,0.9496018,0.1906188,0.0652644,0.1980282,0.026181,0.0013766,0.9026292,0.2327148,0.9500452,0.4321642,0.0780448,0.4569148,0.0420327,0.2044013,0.9013811,0.1528694,0.9515317,0.3398731,0.0742956,0.3259321,0.0352682,0.1532376,0.9000112,0.0808713,0.9517799,0.2551535,0.0720788,0.2509439,0.030831,0.1152799,0.8991194,0.0193853,0.9519391,0.2172228,0.0671447,0.2093119,0.0285419,0.0588034,0.8979864,-0.0156235,0.9521973,0.2047875,0.0676479,0.2014336,0.0266549,0.0400626,0.8976345,-0.0149872,0.9518588,0.2078623,0.0695796,0.2078436,0.0262855,0.0266748,0.8981321,0.0219878,0.9514692,0.2926384,0.0704114,0.280809,0.0281779,0.0240384,0.8986284,0.0349807,0.9510115,0.2676621,0.0707624,0.27574,0.0295255,0.041894,0.8988573,0.024836,0.950407,0.261543,0.0696288,0.2523003,0.0291466,0.0265917,0.9026292,0.1690068,-0.9251636,-0.489489,-0.2442682,-0.4823639,0.1730044,-0.1709765,0.1711905,0.2327148,-0.1914074,-0.349558,-0.0794762,-0.3288631,-0.0146852,-0.2866513,-0.9252365,-0.1941448,0.9500452,0.5299385,0.2536957,0.5172364,-0.1722872,0.2016711,-0.5071106,-0.1414544,0.5199741,0.4321642,0.1277068,0.3528179,-0.0855621,0.1764431,-0.2399909,-0.1049505,0.2523785,0.1902778,0.0780448,0.1963077,-0.0299991,0.1219025,-0.5027006,-0.2231291,0.5177714,0.6593892,0.131243,0.4569148,-0.0683149,0.2807855,0.1687954,-0.0092925,-0.1704297,-0.0212091,-0.0415275,-0.0398693,0.0420327,0.0189624,-0.174431,-0.1804142,0.1882116,0.2837525,0.066672,0.2446014,-0.0047809,0.2044013,0.2573952,0.5060155,-0.1812414,0.1795816,-0.9497314,-0.1754471,0.9736026,0.5128372
1RQWA,0,47.35410628019321,0.3184821,0.1259524,0.0218315,0.3806648,0.1874212,0.0570005,0.3399212,0.1505786,0.0483314,0.3135318,0.1255562,0.0432696,0.2964061,0.1079001,0.0390725,0.2823064,0.0918216,0.0341797,0.2816535,0.0872807,0.030957,0.2943137,0.0973466,0.0280776,0.3007431,0.1066811,0.0258174,0.3077374,0.1160596,0.0232414,0.3806648,0.1205771,0.0501411,0.1239649,0.1874212,0.0139184,0.0497896,0.0141011,0.0570005,0.553628,0.3242126,0.1206329,0.589372,0.3140097,0.0966184,122,65,20,0.6323276,0.1953541,0.8315655,0.0411463,0.0205819,0.1010371,0.1415807,0.2056664,0.6057882,0.2709183,0.8293518,0.0766644,0.0359992,0.260325,0.1531171,0.287789,0.6281466,0.2501392,0.8294622,0.0864221,0.0355933,0.1550838,0.1490772,0.2177326,0.6076187,0.2449455,0.8291131,0.0133512,0.0128134,0.075443,0.1420337,0.1941688,0.6087248,0.2215099,0.8295071,-0.0098625,-0.0003485,0.0331488,0.1399073,0.1766726,0.6122864,0.2236676,0.8300013,0.0093132,0.0053433,0.0739667,0.1400406,0.1848075,0.6076102,0.2249642,0.8311603,0.05911,-0.0043196,0.0752405,0.1397415,0.1993361,0.6660833,0.2233513,0.8315563,0.1125198,0.0029125,0.1077764,0.1410007,0.197324,0.616265,0.2069621,0.8315782,0.0582085,0.0037424,0.0735596,0.1402073,0.1612994,0.6477854,0.178004,0.8324022,0.0737821,0.0157292,0.0804325,0.141381,0.1891673,0.6057882,-0.3066927,-0.7208717,0.1800417,0.0405196,0.083716,0.2813761,0.298455,-0.3132992,0.2709183,0.384458,-0.2071445,-0.0650982,-0.210201,-0.1941462,-0.3421242,-0.7109866,0.38265,0.8293518,-0.0791297,-0.052326,-0.1482079,-0.3353448,-0.3374584,0.0582692,-0.0811961,-0.0977037,0.0766644,0.0393816,0.0996801,0.0648643,0.0982062,0.0893087,-0.1000432,-0.0502603,0.0984832,0.0359992,0.124753,0.0484862,0.1366138,0.1885896,-0.1978363,-0.1549267,0.3399016,0.0624088,0.260325,0.1152587,0.3072389,0.3075027,-0.199189,-0.3359612,0.1167077,0.038872,0.1313658,0.1531171,0.205177,0.3277824,-0.2745794,-0.3456275,0.2174248,0.0839043,0.2276262,0.1843173,0.287789,-0.0654715,-0.1905363,-0.3748121,-0.3953937,-0.7886732,0.4353758,0.9094451,-0.1172266
1H2GB,0,41.733572710951535,0.2329271,0.1012781,0.1032344,0.3303625,0.1478,0.181379,0.2969746,0.1254712,0.1666248,0.2696732,0.1082849,0.1497872,0.2490256,0.095445,0.1353912,0.2365384,0.0907532,0.1223434,0.2283512,0.0910441,0.110795,0.2256509,0.0936415,0.1046956,0.2245602,0.0961238,0.1007156,0.2259024,0.0991286,0.0999599,0.3303625,0.0783893,0.0753302,0.0819206,0.1478,0.013635,0.0735316,0.0154973,0.181379,0.4853645,0.2437074,0.2698366,0.5385996,0.2172352,0.2441652,300,121,136,0.6959061,0.0873074,0.8704836,0.0708969,0.0393728,0.155106,0.0981736,0.0889154,0.702928,0.2508952,0.8704819,0.1821202,0.0640466,0.2974382,0.1113679,0.2368956,0.6908828,0.2037028,0.8701865,0.1567344,0.0508458,0.1810101,0.1057745,0.1762015,0.704307,0.1779866,0.8700512,0.1424841,0.0506825,0.1386083,0.1023376,0.1463926,0.6998036,0.1510609,0.8699999,0.1258728,0.0414742,0.1219944,0.1000635,0.1250014,0.6956232,0.131391,0.8702445,0.0931999,0.0429723,0.112051,0.0994748,0.1158707,0.7024153,0.10516,0.8702386,0.0907701,0.040505,0.118488,0.0982113,0.0750253,0.7041397,0.0904799,0.8706497,0.0730241,0.0304593,0.1211839,0.096227,0.089116,0.6989224,0.080695,0.8707982,0.0859133,0.0427786,0.1191305,0.0975323,0.0520618,0.6938976,0.078993,0.8708654,0.0839188,0.0406803,0.1372534,0.0986698,0.0554562,0.702928,-0.1293048,-0.7821193,-0.154313,-0.0281463,-0.1482682,0.2405322,0.1209439,-0.1293924,0.2508952,0.155999,-0.2004284,-0.0928295,-0.2203036,-0.1272594,-0.3306973,-0.7796193,0.159592,0.8704819,0.1926698,0.0413557,0.1445501,-0.2700447,-0.104388,-0.1475636,-0.0835849,0.1765352,0.1821202,0.0850182,0.1712468,-0.0065509,0.112333,-0.0337297,-0.1013251,0.04556,0.1314303,0.0640466,0.1589871,0.0336672,0.1361069,-0.0940543,-0.1644079,0.1400561,0.4126872,0.0950443,0.2974382,0.0306585,0.2776608,0.2491803,-0.120052,-0.269622,0.04493,0.0219237,0.0469726,0.1113679,0.1252292,0.1168905,-0.1852092,-0.1085975,0.1699913,0.1076261,0.1926292,0.1055592,0.2368956,0.0327826,0.1240971,-0.2977224,-0.1409301,-0.8373541,0.1913352,0.9315773,0.1714309
